Intercolumnar_distance,upper_margin,lower_margin,exploitation,row_number,modular_ratio,inter_linear_spacing,weight,peak_number,Class
0.117948,0.556689,-0.009765,-0.5726100000000001,0.261718,-0.598658,-0.42158,-0.657135,-0.154186,F
0.105604,-0.09496,0.324537,0.557118,0.17234000000000002,0.439463,0.371178,0.374503,0.095265,A
-0.116585,-0.6523939999999999,0.5059130000000001,-1.24874,0.261718,-1.470679,1.050686,-1.593559,-0.497183,E
-0.178304,-0.338346,0.45968,1.40246,0.797987,-0.183409,-1.32759,0.4738520000000001,0.843621,Y
0.13029200000000002,0.8707360000000001,-3.210528,0.062492999999999986,0.261718,0.273364,0.597681,0.425158,0.344717,A
-0.178304,-0.338346,0.45968,1.40246,0.797987,0.024215,-0.7613340000000001,0.349088,1.623157,Y
-3.498799,3.846334,0.185837,-1.070696,-4.9222150000000005,-0.224934,0.295677,-1.129298,-1.120812,A
0.47592,-0.338346,0.047137,-0.000972,0.976743,-0.889332,-1.138838,0.073797,1.24898,I
0.25373,-0.197025,0.260522,0.326888,0.261718,1.685209,-0.157328,-1.176089,-1.058449,F
-0.091897,0.34470700000000004,0.182281,0.722749,0.261718,0.231839,0.408929,1.006475,0.937165,H
-0.153617,-0.087108,0.299642,0.689629,0.261718,-0.10036,0.333428,0.658259,-0.154186,F
0.043885,0.195534,0.260522,-0.393821,0.261718,-0.515608,0.408929,0.948345,0.500624,G
-0.252367,0.06991499999999999,0.246296,0.52355,0.261718,0.06573999999999999,0.295677,1.167719,1.093072,E
0.09326,0.329004,0.271191,-0.8135220000000001,0.17234000000000002,-0.6401819999999999,0.597681,0.8117770000000001,0.001721,A
-0.672058,0.06991499999999999,0.395665,1.103662,0.261718,1.103861,0.55993,0.90567,0.251173,E
0.117948,-0.212727,0.23207,0.807221,-1.078955,1.643684,0.144676,0.156041,0.095265,A
0.241386,-0.126364,0.417003,0.096091,0.17234000000000002,0.024215,0.257927,0.982419,0.8748020000000001,A
-0.06721,-0.197025,0.299642,-1.66337,0.261718,1.768258,0.899684,-1.579464,-0.497183,F
-0.128929,-0.511072,0.342319,0.170775,0.261718,1.643684,0.333428,-0.46298,-0.278912,F
0.47592,-0.28338800000000003,0.107596,0.080127,0.976743,-1.30458,-1.516343,-0.518275,0.40708,I
-0.449869,-0.291239,0.434785,-0.068824,0.261718,1.602159,0.899684,-0.7999539999999999,0.251173,E
-0.00549,0.054213,0.32098000000000004,0.804804,0.17234000000000002,-0.266459,-0.006326,1.17135,1.68552,X
1.37702,-0.063555,0.349432,0.40572,0.17234000000000002,-0.391033,0.333428,-1.466058,-1.370264,A
-0.06721,-0.4325600000000001,-3.210528,-0.875108,0.17234000000000002,-0.889332,0.144676,-0.327908,0.095265,A
0.056229,0.007106,0.406334,0.455401,0.261718,1.145386,0.673182,0.066847,0.4694430000000001,A
0.698109,-0.369751,0.185837,-0.92264,0.976743,-0.391033,-0.912336,0.706137,1.841428,I
-0.128929,-0.322644,0.288973,0.764881,0.261718,-0.01731,-0.044076,0.741687,0.18881,F
0.15498,-0.236281,0.01513,0.558909,0.17234000000000002,0.480988,-0.006326,0.33079899999999995,0.219991,A
-0.202992,-0.016447999999999997,0.594823,-1.5818219999999998,-0.363929,-1.013906,-2.724356,-0.29327,0.344717,E
-0.338774,-0.197025,0.530808,1.1462709999999998,0.708609,-1.055431,-1.403091,0.953645,0.8748020000000001,Y
2.105308,-0.07925700000000001,0.239183,-1.152363,-0.989576,-0.764757,0.333428,-0.719147,0.282354,A
-0.054866,0.179832,0.239183,-1.170087,0.261718,-0.723232,0.446679,1.430818,0.500624,E
-3.498799,-0.573882,0.356544,0.750648,-4.9222150000000005,0.605563,-0.006326,-0.793334,-1.183175,A
-0.00549,0.360409,0.28186,-0.213479,-1.168333,-0.972381,0.031425,1.059964,0.812439,E
0.080916,-0.244132,0.214288,-0.37914,0.261718,0.647088,0.031425,-0.8644719999999999,-0.43482,F
-0.030178,0.014957,0.26407800000000003,0.374062,0.261718,-0.515608,-0.006326,0.7469100000000001,0.937165,A
-0.079554,0.313302,0.139604,0.295528,0.261718,0.107265,0.408929,-1.173061,-1.058449,A
0.056229,-0.09496,0.228514,-0.658066,0.17234000000000002,0.439463,0.295677,-0.88812,-0.559546,F
0.080916,-0.291239,0.356544,0.226662,0.261718,-0.05883500000000001,-0.006326,0.01926,0.001721,F
-0.017834,-2.426761,0.278304,0.506662,0.17234000000000002,0.480988,0.484429,0.204735,-0.278912,F
-3.498799,-0.401156,0.352988,0.786513,-4.9222150000000005,-0.183409,0.031425,0.4675220000000001,-0.403638,A
0.73514,-0.28338800000000003,0.089814,-1.848127,0.976743,-1.055431,-1.856096,-1.856017,-0.65309,I
-0.030178,0.572391,5.083004,-0.109553,-1.257711,0.397939,0.408929,0.739455,0.531806,G
-0.338774,-0.22843,0.584154,2.123586,0.261718,0.024215,-1.667344,2.179087,2.465057,X
-0.030178,-0.220579,0.242739,1.988271,0.17234000000000002,1.0623360000000002,0.106925,0.918795,0.095265,A
0.056229,0.007106,0.406334,0.455401,0.261718,-0.6401819999999999,-0.270579,-0.554408,-0.154186,A
0.25373,-0.338346,0.352988,-1.154243,0.17234000000000002,-0.10036,0.106925,0.417838,0.095265,F
0.500607,-0.220579,-0.03466,0.497323,0.17234000000000002,-0.391033,0.333428,0.454087,0.001721,A
4.524702,-0.134216,0.23207,-2.514351,-0.9001979999999999,-3.713021,-5.744389,-0.723205,-0.777816,F
0.648733,0.242641,-0.045329,-0.444157,0.261718,1.560634,1.012935,-1.849648,-3.085245,A
0.105604,-0.149918,0.438342,0.934659,0.261718,1.26996,0.295677,-0.099174,-0.372457,A
0.13029200000000002,0.007106,0.239183,0.7661939999999999,0.261718,0.522513,0.371178,0.264224,0.032902,A
-0.277055,-0.251983,-3.203415,1.957926,0.261718,2.474181,0.144676,1.619652,1.716702,X
-0.079554,-0.338346,0.40989,0.129748,0.17234000000000002,0.647088,0.333428,-0.884373,0.001721,A
-3.498799,0.250492,0.23207,1.224178,-4.9222150000000005,0.397939,0.55993,0.94219,0.375899,W
-0.116585,-0.189174,0.694403,0.974792,0.708609,-0.723232,-1.063338,-0.141132,-0.123005,Y
0.192011,0.226939,0.118265,-0.472443,0.17234000000000002,0.14879,0.144676,-0.460923,-0.310094,F
0.080916,-0.126364,0.360101,-0.587947,0.261718,-0.266459,0.182426,0.847462,-0.247731,F
0.759828,-1.304042,-0.023991,-0.973663,-0.006417,-0.432558,-1.554093,-0.396949,0.781258,I
0.4142,-0.173471,0.392108,-0.13088699999999998,0.261718,0.522513,-0.044076,-0.496123,-0.43482,F
-0.141273,-0.024299,0.562816,-1.881367,0.08296100000000001,-0.14188399999999998,-0.119577,-0.101698,-0.43482,C
0.15498,-0.040001,0.363657,1.200934,0.261718,0.397939,0.257927,0.782324,0.126447,A
-0.104241,0.23479,0.214288,0.31402800000000003,0.17234000000000002,0.273364,0.446679,-0.343323,0.62535,H
0.068573,0.148427,0.111153,0.179577,0.261718,0.688613,0.220177,-0.563125,-0.185368,A
0.17966700000000002,-0.330495,0.530808,-0.314183,0.08296100000000001,-0.183409,0.295677,-0.18732,-0.278912,A
-0.22768,0.446772,0.534365,0.177429,0.17234000000000002,0.024215,0.182426,0.066439,0.687713,E
0.15498,-0.471816,0.50947,1.205082,0.261718,0.273364,0.257927,0.487773,-0.278912,A
0.389513,0.462474,0.136047,0.011679,-0.9001979999999999,-1.553729,-2.762106,-3.801149,-3.864781,F
0.056229,-0.730905,0.441898,0.183695,0.261718,2.183507,0.446679,-1.613732,-0.996086,A
-0.042522,0.540986,0.253409,-0.8363780000000001,0.261718,0.480988,0.295677,0.288396,-0.43482,A
-0.314087,-0.040001,0.303198,1.37665,0.17234000000000002,0.397939,0.55993,1.453243,1.623157,X
-0.277055,0.030659,0.441898,0.131866,0.17234000000000002,-0.6401819999999999,0.069175,0.35246700000000003,0.282354,D
-0.091897,0.43107,0.047137,-0.048505,0.261718,-0.349509,0.031425,-0.450399,0.31353600000000004,G
0.15498,-0.377602,0.349432,0.70613,-0.006417,-0.8062819999999999,-2.988609,-1.246218,-1.2455379999999998,A
0.451232,-0.26768600000000004,0.335206,-0.8313360000000001,0.261718,-1.2630549999999998,0.069175,-2.626498,-2.804611,A
0.192011,-0.259834,0.402778,-0.06592999999999999,0.261718,0.14879,0.220177,-1.078507,-0.590727,A
0.031541,0.203385,0.086258,0.045008,0.17234000000000002,-0.01731,0.484429,-0.226443,0.064084,F
-0.017834,-0.22843,0.37077,1.293671,0.17234000000000002,0.8962370000000001,-0.119577,1.095572,1.934972,X
0.13029200000000002,0.336855,0.100483,0.382834,0.17234000000000002,-0.557133,0.333428,-0.223317,-0.65309,A
-0.22768,-0.251983,0.449011,-1.268911,0.261718,1.228436,0.710932,0.346389,0.500624,E
-0.26471100000000003,-0.126364,0.235627,0.176773,0.261718,1.9758830000000005,-0.006326,0.015745,-0.216549,A
0.25373,-0.197025,0.260522,0.326888,0.261718,-0.557133,0.484429,0.585024,0.064084,F
0.068573,0.007106,0.288973,0.592954,0.261718,0.190314,0.748682,0.543553,0.937165,H
0.105604,-0.09496,0.324537,0.557118,0.17234000000000002,0.647088,0.106925,0.486258,0.157628,A
-0.017834,-0.275537,0.388552,0.949727,0.261718,1.103861,0.446679,0.399704,-0.341275,F
-0.26471100000000003,0.156278,0.402778,1.483948,0.17234000000000002,1.26996,0.597681,-0.208775,1.186617,X
0.229043,-0.369751,0.484575,0.25017399999999995,0.261718,2.55723,0.484429,-0.8340870000000001,-0.310094,A
-0.635027,-0.448263,0.299642,1.407861,0.17234000000000002,0.8962370000000001,-1.931597,0.527768,2.059698,Y
0.13029200000000002,0.336855,0.100483,0.382834,0.17234000000000002,0.854712,0.55993,-0.294707,-0.746634,A
-0.190648,-0.024299,0.367214,2.258633,0.17234000000000002,0.314889,0.031425,0.033918000000000004,0.905984,X
-0.128929,0.211237,0.075589,0.526356,0.261718,0.605563,0.106925,-0.515616,-0.746634,A
-0.104241,-0.314793,0.6659510000000001,-0.06411,0.17234000000000002,-1.013906,0.408929,0.170389,-0.154186,C
-0.22768,-0.997846,0.356544,-0.026932,0.261718,0.273364,0.144676,-0.120978,0.500624,D
0.068573,0.226939,0.01513,-0.6098180000000001,-1.078955,1.0623360000000002,0.408929,-0.415549,0.032902,A
-0.091897,0.43107,0.047137,-0.048505,0.261718,-0.474083,-0.081827,0.164273,0.500624,G
0.068573,-0.181323,-3.210528,-0.294311,-1.168333,-0.391033,0.182426,0.788614,-0.5283640000000001,F
-0.091897,0.43107,0.047137,-0.048505,0.261718,-0.764757,0.144676,0.628127,0.344717,G
0.364825,-0.000745,-0.052442,1.293223,0.976743,-0.224934,-0.723584,0.7880510000000001,1.280161,I
0.624046,-0.071406,0.221401,-0.586246,0.887365,-0.266459,-1.554093,-0.352196,0.999528,I
0.080916,0.203385,0.249852,-0.423061,0.261718,-1.22153,-0.006326,0.230402,0.781258,H
0.13029200000000002,-0.126364,0.377883,0.755362,0.261718,-0.391033,0.106925,0.370426,-0.5283640000000001,A
-3.498799,0.148427,-3.210528,-0.293087,-4.9222150000000005,0.564038,-0.912336,-0.10698,-0.65309,I
-0.042522,-0.189174,0.33165,-0.664392,0.261718,-0.6401819999999999,0.069175,-0.454865,0.438262,H
0.080916,0.164129,0.19295,0.8190069999999999,0.261718,0.730137,0.7864329999999999,0.522215,-0.247731,A
-0.22768,-0.11066199999999997,0.196506,1.060099,0.261718,-0.183409,0.52218,0.573491,1.03071,X
0.204355,0.360409,0.139604,0.299019,-0.095795,-0.598658,0.069175,0.628456,0.500624,A
0.426544,0.588093,0.160942,-0.889699,0.261718,0.06573999999999999,0.371178,0.799176,0.344717,F
-0.301743,-0.314793,0.399221,0.77052,0.708609,1.145386,-1.25209,-0.534158,1.24898,Y
0.204355,-0.126364,0.335206,0.483538,-1.257711,-0.30798400000000004,0.257927,1.043073,0.032902,F
0.25373,0.336855,0.086258,-0.979571,0.261718,0.06573999999999999,0.144676,-0.616265,0.7500760000000001,G
-0.301743,0.171981,0.285416,0.684706,0.17234000000000002,1.35301,0.182426,1.323858,1.747883,X
-0.091897,-0.071406,0.537921,-1.178561,0.261718,-1.30458,0.7864329999999999,-2.451487,-3.147608,E
0.25373,0.336855,0.086258,-0.979571,0.261718,0.231839,0.710932,-0.649602,0.40708,G
0.167323,0.313302,0.16805499999999998,-0.383198,0.261718,-0.05883500000000001,0.55993,0.986787,-0.060642,A
9.943651,-0.220579,-0.048886,-0.675372,-3.045274,-1.22153,-1.1010879999999998,-1.229598,1.280161,I
-0.314087,-0.236281,0.029355000000000006,0.460861,0.261718,0.730137,0.824183,-1.311803,-0.091823,A
0.192011,-0.03215,0.452567,-0.877078,0.261718,0.397939,0.144676,-0.304745,0.001721,A
-0.585651,-0.354049,-3.210528,0.35651700000000003,0.261718,1.145386,0.748682,-0.176584,0.812439,E
-0.042522,0.540986,0.253409,-0.8363780000000001,0.261718,2.55723,0.257927,-1.18337,-0.590727,A
0.080916,0.10132,0.10404,0.14049,0.261718,0.647088,0.257927,-0.327849,-0.247731,A
0.8462350000000001,0.014957,-0.052442,0.98795,0.261718,0.06573999999999999,0.220177,0.8600049999999999,0.126447,A
0.105604,0.7215630000000001,0.086258,0.505409,0.261718,-0.30798400000000004,-0.006326,0.698391,0.064084,F
-0.116585,-0.6523939999999999,0.5059130000000001,-1.24874,0.261718,2.515706,0.484429,-1.884402,-1.744441,E
0.019197,0.093469,0.4739060000000001,1.897295,0.17234000000000002,0.771662,0.6354310000000001,1.164458,1.747883,X
0.167323,-0.322644,0.306755,-0.5435479999999999,0.261718,-0.30798400000000004,0.106925,-0.142646,-0.216549,F
0.192011,-0.03215,0.249852,-0.418765,0.17234000000000002,0.273364,0.484429,-0.674259,-0.590727,F
-0.030178,-0.346197,0.235627,-1.08105,0.17234000000000002,-0.432558,0.673182,-0.741591,0.687713,E
-0.277055,-0.251983,-3.203415,1.957926,0.261718,1.851308,0.710932,2.285872,2.090879,X
0.142636,-0.330495,0.299642,0.418282,0.17234000000000002,-0.391033,0.031425,0.481171,0.064084,A
-0.252367,-0.401156,0.466793,0.631147,0.261718,-0.391033,0.446679,0.6561819999999999,0.4694430000000001,E
-0.338774,-0.197025,0.530808,1.1462709999999998,0.708609,-1.013906,-1.780595,0.7432989999999999,0.344717,Y
0.204355,-0.448263,0.349432,0.689659,0.261718,0.024215,0.408929,0.8461420000000001,-0.060642,A
-0.079554,0.187683,-0.070224,0.211236,0.261718,-0.972381,0.220177,-2.856667,-3.20997,A
0.303106,-0.03215,0.367214,-0.350585,0.17234000000000002,-0.6401819999999999,0.710932,-0.449292,-0.902542,A
-0.32643,-0.07925700000000001,0.239183,0.5669350000000001,0.261718,-0.474083,-0.270579,0.559027,0.968347,E
0.364825,0.36826,0.19295,-0.4204060000000001,0.261718,-0.8062819999999999,0.333428,-0.79145,0.032902,H
0.068573,-0.016447999999999997,0.274747,-0.03633,0.261718,1.560634,0.220177,-1.086836,-0.559546,H
0.031541,-0.024299,0.545034,-2.187595,0.261718,-1.429155,0.673182,-3.639652,-3.241152,E
-3.461768,-0.20487600000000006,-3.210528,-3.4418370000000005,-3.045274,-1.636779,-8.953175,3.273029,-3.895963,F
0.698109,-0.306942,-0.03466,0.06264199999999999,0.976743,-0.972381,-1.28984,0.229256,1.810246,I
-0.128929,-0.409007,0.17516800000000002,-0.256565,0.08296100000000001,0.688613,1.352689,-0.021668,1.061891,E
0.105604,0.203385,-0.023991,0.995678,0.261718,-0.598658,0.144676,1.244643,0.562987,A
1.21655,0.156278,-0.013322,0.353593,0.17234000000000002,1.186911,0.6354310000000001,-0.135967,-0.715453,A
0.09326,-0.212727,0.260522,-0.5272560000000001,0.261718,-1.30458,0.295677,-0.575784,-0.933723,F
-3.498799,0.391814,0.3743260000000001,-5.440122,0.261718,-0.30798400000000004,0.069175,0.211472,0.219991,A
0.167323,0.171981,0.047137,0.268047,0.17234000000000002,-0.14188399999999998,0.220177,0.837852,0.18881,F
-0.32643,-0.6523939999999999,0.384996,-1.694222,-0.185173,-1.138481,-0.232828,-1.747116,-1.183175,E
-0.128929,-0.040001,0.057807,0.557894,0.261718,-1.22153,0.597681,-0.849541,-0.43482,X
-0.042522,0.007106,0.26407800000000003,-0.162546,0.17234000000000002,-0.474083,-0.006326,-0.5993930000000001,0.62535,E
-0.116585,-0.212727,-0.027547,-0.927921,0.351096,0.314889,0.257927,-0.834882,0.500624,E
-0.153617,-0.26768600000000004,-3.210528,-0.35177800000000004,-0.006417,0.937762,0.106925,-0.523926,-0.060642,A
0.599358,0.7529680000000001,0.008017,-1.737905,-0.095795,-1.22153,-0.119577,-2.500899,-0.996086,F
0.006853,-0.26768600000000004,0.40989,0.565443,0.17234000000000002,0.397939,-2.837607,-0.6498149999999999,-0.8401790000000001,F
0.15498,-0.275537,0.417003,0.813815,0.261718,-0.183409,0.408929,0.7148939999999999,0.4694430000000001,A
0.117948,0.242641,0.082701,-0.424583,-0.9001979999999999,0.107265,0.333428,-0.61644,0.344717,G
0.512951,-0.071406,-3.210528,0.755482,0.976743,0.107265,-1.365341,0.20722,0.375899,I
-0.141273,1.553789,0.5414770000000001,-0.649324,-1.257711,0.356414,-0.006326,0.8444729999999999,-0.247731,D
0.09326,0.34470700000000004,0.14315999999999998,-0.026574,0.261718,0.14879,0.484429,-0.416073,0.251173,G
0.63639,-0.063555,0.132491,-0.6317189999999999,0.976743,-0.972381,-1.176589,-2.103252,-0.715453,I
0.241386,0.23479,0.310311,-1.7109919999999998,0.261718,-1.013906,0.144676,0.55792,0.937165,H
0.624046,-0.189174,0.139604,0.38731,0.976743,-1.553729,-0.912336,-2.782869,-2.118619,I
-3.498799,-0.03215,-2.481465,-0.333876,-4.9222150000000005,0.854712,0.257927,-0.046093,0.126447,A
0.204355,-0.126364,0.335206,0.483538,-1.257711,-0.224934,0.182426,1.516071,-0.123005,F
0.364825,0.289748,0.235627,-0.32379,0.17234000000000002,-0.972381,-0.34608,0.192522,-0.123005,A
-0.338774,-0.314793,0.449011,1.243006,0.797987,0.522513,-0.270579,0.951743,1.779065,X
0.352481,0.321153,0.128935,-1.6467200000000002,-0.9001979999999999,-0.557133,-0.006326,-0.223491,-0.060642,F
0.426544,0.588093,0.160942,-0.889699,0.261718,0.937762,-0.006326,0.054343,-0.185368,F
0.019197,-0.016447999999999997,0.324537,-0.20781,0.261718,-0.391033,1.050686,0.04314,0.126447,H
3.265629,-0.251983,0.125378,-2.12386,0.976743,-2.010502,-0.459331,-3.033367,-3.178789,I
0.8462350000000001,0.014957,-0.052442,0.98795,0.261718,0.854712,1.2016870000000002,0.19825,0.126447,A
0.266074,0.556689,-0.020434,0.176624,0.261718,-0.14188399999999998,0.295677,-0.007883,0.251173,G
-0.128929,0.211237,0.075589,0.526356,0.261718,0.107265,-0.34608,0.15507,-0.247731,A
0.167323,0.226939,0.239183,-0.094813,0.17234000000000002,0.522513,0.257927,0.07960199999999999,0.032902,A
0.142636,-0.448263,0.438342,0.978909,0.261718,2.308081,0.069175,-1.1969610000000002,-0.87136,F
-0.030178,-0.063555,0.285416,-1.278877,0.17234000000000002,-0.391033,-0.006326,0.8568399999999999,-0.060642,F
-0.22768,0.109171,0.413447,0.118917,0.17234000000000002,-1.470679,-0.044076,0.234013,-0.154186,D
0.13029200000000002,-0.126364,0.377883,0.755362,0.261718,-0.05883500000000001,0.55993,-0.617217,-1.2767190000000002,A
-0.017834,-0.055704,0.23207,0.604621,-0.989576,0.522513,1.126187,0.6907220000000001,0.937165,A
-0.178304,-0.189174,0.26407800000000003,-0.6404920000000001,0.17234000000000002,-0.05883500000000001,0.52218,-1.784141,-1.93153,A
-3.498799,-0.5503279999999999,0.050694,-0.629422,-4.9222150000000005,-0.557133,0.55993,-0.59153,-0.590727,A
0.364825,0.195534,0.17516800000000002,-0.027618,0.261718,-0.557133,0.52218,0.790905,0.40708,A
0.47592,-0.28338800000000003,0.107596,0.080127,0.976743,-1.346105,-1.28984,0.515362,2.059698,I
-0.26471100000000003,0.156278,0.402778,1.483948,0.17234000000000002,0.937762,0.597681,1.208356,1.779065,X
0.599358,0.7529680000000001,0.008017,-1.737905,-0.095795,-0.847807,0.52218,-0.7390100000000001,-0.247731,F
-0.672058,0.06991499999999999,0.395665,1.103662,0.261718,0.564038,0.031425,-0.312938,-0.247731,E
-3.498799,0.30545100000000003,-3.210528,1.101752,-4.9222150000000005,1.560634,0.333428,1.7051189999999998,0.531806,X
0.09326,0.148427,0.171611,0.970704,0.17234000000000002,0.356414,0.106925,0.422168,-0.621908,A
0.31545,-0.330495,0.555703,-0.374098,0.708609,-0.847807,1.39044,-0.358933,1.155435,Y
0.031541,-0.346197,-0.009765,1.029902,0.08296100000000001,0.813187,0.295677,-0.15476099999999998,-0.247731,A
0.562327,0.046362,0.210732,-1.052078,0.976743,0.107265,-0.006326,-0.193262,0.562987,I
-0.128929,12.655362,-0.16269,1.993015,-3.22403,0.8962370000000001,0.031425,1.078622,1.24898,B
0.303106,-0.134216,-0.002652,-0.624558,0.261718,1.26996,0.257927,-1.468679,-0.310094,A
0.080916,-0.244132,0.214288,-0.37914,0.261718,-0.183409,0.484429,-1.005059,-0.5283640000000001,F
-0.240024,-0.534626,0.075589,-0.617039,0.17234000000000002,2.681805,0.069175,-1.481513,-1.214356,E
0.512951,-0.008597,-0.045329,-1.738144,-1.525845,1.35301,0.748682,-0.165498,-0.43482,A
0.117948,-0.16562000000000002,0.562816,0.567204,0.6192300000000001,-0.432558,-1.591843,-0.239936,-1.682078,Y
0.266074,0.415367,0.089814,-0.68501,0.261718,-1.2630549999999998,0.295677,-0.282922,0.4694430000000001,G
-0.042522,0.2976,0.07914500000000001,1.500568,0.351096,0.771662,0.182426,0.100513,-0.65309,F
-0.425181,-0.220579,0.306755,0.496637,0.261718,0.480988,0.257927,-0.246072,0.001721,E
4.96908,-0.3854530000000001,0.14315999999999998,-2.600732,0.976743,-2.301176,-1.516343,-2.451196,-0.310094,I
-0.079554,0.250492,0.388552,-0.002584,0.08296100000000001,-0.681707,0.408929,-0.121619,0.718895,E
-0.128929,0.572391,-0.031104000000000007,0.319399,0.261718,-0.557133,0.52218,-0.531148,-0.403638,G
0.907954,1.467426,0.37077,-1.242027,0.708609,-1.2630549999999998,-1.063338,1.6880130000000002,2.090879,I
0.019197,-0.016447999999999997,0.324537,-0.20781,0.261718,-0.557133,-0.119577,0.100202,0.4694430000000001,H
-0.289399,0.093469,0.402778,-0.087353,-1.436467,-0.349509,0.295677,1.268524,1.342524,E
0.006853,-0.26768600000000004,0.40989,0.565443,0.17234000000000002,1.186911,0.295677,-0.466728,-0.247731,F
0.17966700000000002,-0.330495,0.530808,-0.314183,0.08296100000000001,0.14879,0.257927,-0.009612,0.126447,A
0.31545,-0.330495,0.555703,-0.374098,0.708609,-0.05883500000000001,-2.535604,0.5650069999999999,0.282354,Y
0.019197,-0.040001,0.288973,-0.042597,0.261718,-0.30798400000000004,-0.119577,-0.699635,-0.8089970000000001,F
0.377169,0.164129,0.139604,-0.241825,0.17234000000000002,-0.224934,-0.232828,-0.44108,-0.123005,A
5.759087,-0.236281,0.377883,-2.104317,-1.79398,1.145386,0.333428,-0.271564,-0.247731,A
-0.042522,-0.463965,0.392108,0.22699,0.261718,0.024215,0.748682,0.385123,0.7500760000000001,E
0.290762,0.109171,-0.112901,0.221262,0.261718,-0.432558,0.408929,0.8378709999999999,0.531806,A
-3.498799,0.007106,0.342319,-0.318002,-4.9222150000000005,-1.055431,0.182426,0.595567,0.594169,E
